opinionText,opinionTitle,starRating
"Grottenschlecht.Es kann nicht sein, dass wir so viel monatlich zahlen nur damit wir MINDESTENS 10 Mal am Tag kein Internet haben. Es geht meistens über 1 Stunde und das ist absolut nicht okay.Bleibt fern von Telekom.",Grottenschlecht,Valorada con 1 estrellas sobre 5
"Entweder man hängt ewig in einer Warteschleife am Telefon oder man bekommt keine Antwort im Chat. Der Support am Telefon ist vor allem daran interessiert Produkte zu verkaufen und per Email kann man auch keine Antwort erwarten. Die 1,4 Punkte bei Trustpilot sind absolut gerechtfertigt! Man kann nur hoffen, dass in absehbarer Zeit der Support durch KI abgelöst wird.",Support sollte durcvh KI abgelöst werden,Valorada con 1 estrellas sobre 5
"Grauenhafter Service, ich bekomme monatlich Anrufe obwohl ich schon mehrfach gesagt habe das ich kein Paket mit Netflix/Magenta TV etc haben will und das ich deswegen nicht angerufen werden möchte, stattdessen wird nicht auf Fragen zu besseren Tarifen für Langzeitkunden eingegangen. Katastrophe der Verein. Werde demnächst kündigen!! ",Grauenhafter Service,Valorada con 1 estrellas sobre 5
"Bin erst seit 2Wochen bei Telekom und habe bereits 3 wiederholt versäumte Techniker Termine hinter mir, die nicht mal abgesagt wurden. An Respektlosigkeit nicht zu übertreffen. Der Kundendienst bettelt noch um ein Gutes Feedback, fallt nicht drauf ein.","2 Wochen Neukunde bei der Deutschen ( Ukrainischen, LGBTQ ) Telekom ",Valorada con 1 estrellas sobre 5
"Nach Abschluss eines Vertrages mit der Telekom über LogiTel funktionieren beworbene Features (wie diverse Cashbacks) nicht. Die Telekom lehnt z.B. den Cashback über €240.- mit der Begründung ab, dass der Vertrag ausserhalb des Werbezeitraums abgeschlossen worden sei. Der Vertrag mit Logitel war aber zum 19.1. geschlossen worden (damit innerhalb des Zeitraumes). Auch bei anderen Zusätzen des Vertrages (z.B. Pluskarten) gab und gibt es Probleme; so werden diese teurer berechnet bzw. Erstattungen nicht durchgeführt. Ich habe nun meinen Rechtschutz informiert und werde juristisch gegen Logitel und/oder die Telekom vorgehen. Als Influenzer mit mehr als 250.000 Followern werde ich über den Vorgang in den Sozialen Medien berichten. Die Telekom ist per eMail/FAX/etc. nicht erreichbar. Sehr schlechter Kundendienst. Nach vielen Jahren habe ich wieder die Telekom ausprobiert - ich weiss nun, warum ich vor vielen Jahren der Telekom den Rücken gekehrt habe. Ich kann das Unternehmen nicht empfehlen. Dass die Telekom hier so schlechte Bewertungen hat, wundert mich nicht.",Werbung fehlerhaft - Cashbacks werden nicht durchgeführt,Valorada con 1 estrellas sobre 5
"Nachdem ich in 53 Minuten in der Warteschleife mindestens 30 mal gehört habe ""Ihre Zufriedenheit ist uns sehr wichtig"" frage ich mich allen Ernstes, ob die Verantwortlichen bei der Telekom jeglichen Realitätsbezug verloren haben. So ein ""Kundenservice"" ist eine Frechheit!!?",53 Minuten in der Warteschleife und kein Mitarbeiter in Sicht...,Valorada con 1 estrellas sobre 5
"Nicht nur, dass wir durch einen betrügerischen Promoter einfach in einen höheren Tarif umgestellt wurden, ohne das wir vorab darüber informiert worden wären, haben wir jetzt über 2 Monate herumgetan, um in unseren alten Tarif zurück gestellt zu werden, was zwar letztendlich nun auch mal passiert ist, aber nun trotzdem mehr kostet, werden wir auch permanent mit Mahnungen und Kündigungsandrohungen bombardiert, obwohl uns am Telefon mehrfach versichert wurde, das ein Mahnstop gesetzt wurde.  Leider ist es im ländlichen Bereich verdammt schwierig, eine Alternative zu finden, die auch funktioniert, sonst würden wir sofort den Anbieter wechseln. Aber wir werden uns jetzt definitiv an die Öffentlichkeit wenden und auch den Rechtsschutz einsetzen. Wir lassen uns bestimmt nicht für blöd verkaufen ",Betrugsunternehmen Telekom Deutschland ,Valorada con 1 estrellas sobre 5
"Behaupten an der Haustür das in dem Mietshaus wo man wohnt schon sicher geklärt ist das Glasfaser von der Telekom verlegt wird und ob man es kostenlos für sich selbst gleich mitverlegen lassen möchte. Der Vermieter weiß davon nur leider garnichts. Wer lügende Mitarbeiter an die Haustüren schickt mit dem möchte man keinen Vertrag abschließen , niemals !",Lügende Mitarbeiter der Telekom an der Haustür,Valorada con 1 estrellas sobre 5
"Seit Wochen verursacht die Telekom Peering Probleme mit Cloudflare und lässt Kunden, die sehr teure Standleitungen bezahlen, ohne jegliche Hilfe zurück. ",Seit Wochen verursacht die Telekom…,Valorada con 1 estrellas sobre 5
"Leistung gut, aber halt auch zu teuer. Was aber am schlimmsten ist, sind die penetranten Anrufe, selbst nach Kündigung, irgendwelcher Callcenter. Mittlerweile kriegt ma die gleiche Leistung für wirklich weniger Geld und mit besserem Service. ",Callcenter overload ,Valorada con 2 estrellas sobre 5
"Sonderkündigung eG. Verlegung in ein Pflegeheim Mitte des Monats schriftlich gekündigt, Rückantwort“ wir kümmern uns“ Anfang des Folgemonats Telefonat, sehr nett, ABER, 2 Wochen später schriftlich Mitteilung über den „ Neuvertrag“ den ich nie gemacht habe Telefonat, Wieder nett, angeblich wurde die Computerhilfe nicht gekündigt… hab ich nie abgeschlossen Gestern Abend ein Anruf von einer ( lt Google eine „verdächtige Nr.)TelekomNr. die sich nach den Besitzern des gekündigten Anschlusses erkundigte. ","Sonderkündigung, sehr dubios",Valorada con 1 estrellas sobre 5
Die vorzeitige ablösung eines Vertrages wurde mit 650 Euro berechnet. Reine Abzocke.Nie wieder Telekom,Die vorzeitige ablösung eines Vertrages,Valorada con 1 estrellas sobre 5
"Unterirdischer Müll, 20% Paketverlust über Monate",Unterirdischer Müll,Valorada con 1 estrellas sobre 5
Lieber Benutze ich mein Hotspot von O2 da es stabiler  läuft streams   Und auf viele Server komme ich nicht drauf  da was mit Port nicht stimmt  Router Funktioniert wo anders ohne Probleme  da geht alles!!!  Termin mit Techniker hatten wir Support meinte 14 bis 18 uhr ruft  er mich an um 10 uhr hatte ich einen Anruf und dachte es ist was anderes   Und er sollte mich 10 min davor anrufen Kosten für mich 50 euro  14 uhr war er schon da Zettel reingeworfen fertig ☑️  ich angerufen er mein ich mach Feierabend zu spät  Erledigt! Wir haben die Störung am Störungsnummer: 306663140 ,Lieber Benutze ich mein Hotspot von O2…,Valorada con 1 estrellas sobre 5
Seit dem Cloudflare Problem jeden Tag massive Probleme mit der Arbeit und leider fast nicht mehr möglich meine Täglichen Aufgaben zu erledigen.,Cloudflare,Valorada con 1 estrellas sobre 5
"MINUS NULL NULL KOMMA NULL STERNE!!!!!!! Viele unschöne Erfahrungen mit der Telelom gehabt. Ich bereue es sehr Verträge mit diesen inkompeteten, unfreundlichen Verein der Telekommunikation abgeschlossen zu haben. Sie buchen seit Monaten, obwohl der Anschluss nie aktiviert wurde und ich auch nie in diese Wohnung eingezogen bin , die hohen Beiträge von meinem Konto ab. Heute war ich in einem Telekom Shop und dieser Mann, der mir vor ein paar Monaten bestätigt hat, dass der Anschluss in seinem System storniert wurde, konnte heute diesen besagten Eintrag nicht mehr finden. Er konnte auch nichts dazu sagen, stammelt nur, dass er nicht für mich  tun könne. Er fing immer wieder von den aktiven Telekom Vertrag an, Ich musste ihm mehrfach sagen, dass ich diesen Vertrag und Anschluss in Berlin nicht meine. Zu guter Letzt bin ich ohne Erfolg auf Klärung wieder gegangen. Dann habe ich beim Kundenservice angerufen, Ein Mann mit sehr gebrochenen Deutsch hat mich einfach in der Leitung mit dem Satz "" ich kümmern, warten am Telefon"" hängen gelassen und nach über 30 Minuten des Wartens habe ich aufgelegt.  Ich bin mehr als enttäuscht und werde meine aktuell bestenden Verträge sofort kündigen. Wie kann so ein Unternehmen bestehen, doch nur weil sie noch das Momopol besitzen. Das ständig Magenta abbricht, das Bild einfriert ist noch eine andere Hausnummer. Der Tag X wird kommen und  dann  könnt ihr einpacken!!!",MINUS NULL NULL KOMMA NULL…,Valorada con 1 estrellas sobre 5
Als Stamm Kunde wird man belogen und  mit Vertrag ist die Leistung  die mann bekommt ist eine 6. Finger weg  von Telekom Teuer  und  die Leute sind teils sehr Freundlich und andere Seite richtig unfreundlich. Sucht  euch ein anderen Anbieter.    ,Als Stamm Kunde wird man belogen und …,Valorada con 1 estrellas sobre 5
"Kompetente Hilfe erhalten! Im Rahmen der örtlichen Glasfaserverlegung sind wir im Jahr 2025 wieder Telekom Kunde geworden - neben TV, Festnetz u. Internet inzwischen auch mit sämtlichen Mobilfunkverträgen dort heimisch geworden. Insofern hatten wir im Verlauf der Zeit mehrfach mit Telekom Mitarbeitern zu tun - und das Fazit über alles: Hat hervorragend funktioniert und da waren während der Montage/Installation kompetente Leute hier, die dann auch noch die Weiterleitung in unser Heimnetz eingerichtet haben. Insofern rundherum ein herausragender Service! Im Laufe der Zeit (man kennt sich ja anfangs nicht so gut aus...) haben wir dann Magenta TV / Netflix eingerichtet und zuletzt die gute alte T-online Mailadresse reaktiviert.  Hier haben wir dann mehrfach den Telefonsupport zu Rate gezogen. Klar - auch hier kommt man nicht direkt durch, aber das Rückrufversprechen (innerhalb 2 Stunden) wurde regelmäßig eingehalten und jedes Mal wurde kompetente Hilfe geleistet - stellvertretend sei heute Frau Weiler erwähnt, die trotz meiner etwas umständlichen Problembeschreibung die Sache technisch sofort durchschaut hatte und die entscheidenden Hinweise geben konnte - ganz großes Kino! Also Fazit über alles: Top-Unternehmen mit entsprechend sehr gutem (erreichbaren!!) Support! Dazu steigt der Aktienkurs (zu Recht) beständig an.... ",Kompetente Hilfe erhalten!,Valorada con 5 estrellas sobre 5
"Seit Wochen funktioniert immer kundencenter gar nichts, wenn man was ändern will erscheint 404 oder man soll einen glasfaservertrag abschließen, hatte ich, funktioniert nicht, wegen schlechter bauausführung, die hausanschlüsse wurden laut einer Prüfung nicht ordnungsgemäß ausgeführt, wenn man zum kontaktformular möchte, dreht man sich im Kreis aber nichts davon zu sehen, man will also gar nicht helfen, nur neuverträge mit glasfaser, das ist schon Nötigung, und weiter geht es, nichts wurde seitens der Telekom erledigt aber Ticket wird geschlossen, und jetzt Ticket wieder offen und dann kommt eine sms ich wäre nicht erreichbar und könnte ja anrufen, festnetz telefon und Handy liegen vor mir, nichts hat geklingelt, da wird man dreist angelogen, und täglich grüßt das Murmeltier, alles wieder von vorne, Ticket geschlossen, weil ich angeblich telefonisch nicht erreichbar bin, hat nur leider keiner angerufen, auf Ticket wieder geantwortet, Ticket wieder offen, es können wetten abgeschlossen werden, dass das so weiter geht,",Seit Wochen funktioniert immer…,Valorada con 1 estrellas sobre 5
Ich habe auf das KI Band gesprochen um einen Rückruf zu erhalten. Der Rückruf war wieder mit KI. Mir wurde also auch hier nicht weiter geholfen. Vielleicht wäre es sinnvoll wenn der Rückruf von einem Berater kommen würde der mir tatsächlich helfen kann 🙃,Ich habe auf das KI Band gesprochen um…,Valorada con 1 estrellas sobre 5
"Bei einer Kündigung wird man telefonisch bedroht und bepöbelt. Vertragsdaten werden auf dem Portal geheimgehalten. Auf Anfrage teilt dir die Telekom deine Vertragsdaten zur Kündigung mit. Meinen Miet-Router soll ich auf eigene Kosten zurückschicken. Er wurde gebracht und er wird auch einfach wieder abgeholt! Übelster Kundenservice für einen Router, für den ich bisher 460 Euro an Miete gezahlt habe. ",Einfach nur noch kriminell,Valorada con 1 estrellas sobre 5
"Hallo, ich bin seit 45 Jahren Telekom-Kunde und hatte nur selten Grund zur Klage, doch was ich in den letzten 5 Monaten erleben musste kann ich hier leider nicht beschreiben da das Ganze ein Buch füllen würde. Wir sind Telefon, Internet, Magenta-TV und Mobilfunk-Kunde. Ich bezahle alle Verträge, gesamt ca. 330 € monatlich, ca. 90 € Telefon, Internet und Magenta-TV, sowie 2 Mobilfunk-Verträge ich Premium-Handy, ca. 180 € und 2 Verträge mit Endgeräten, ca. 50 €, und noch Spotify… Nun wollte ich für 2 neuen Verträge mit Endgeräten, ca. 50 €, eine Rufnummernportierung um meine alten Rufnummern zu übernehmen, wobei ich dazu sagen muss dass das Firmen-Verträge waren mit hochwertigen Geräten. Nun die Absage der Telekom! Ich kann meine Altnummern nicht mitnehmen da dies 2 Alt-Verträge mit hochwertigen Geräten abgeschlossen wurde und die 2 neuen Verträge nur mit Endgerät bestellt wurde. Das Ganze wie bereits erwähnt hat in September begonnen und die Absage kam im Februar. Nun stellt sich mir die Frage ob sich ein Telekom-Kunden, mit ca. 330 € Umsatz/monatlich, so eine Behandlung gefallen lassen muss. Klagen? Nein, kündigen! ",330 € Umsatz/monatlich und kein kulante Lösung,Valorada con 1 estrellas sobre 5
"Vertrag angedreht, den ich so nicht wollte und keine wirkliche Hilfe! Technische Probleme, die mir teils nicht einmal geglaubt werden! Reihenweise inkompetente Mitarbeiter im Chat! System-Versagen beim Versuch, selbst auf einen günstigeren Tarif zu wechseln. Und selbst das kriegen sie nicht hin..Jetzt ungewollte Vertragsverlängerung am Hals aufgrund falscher Beratung im Haustür-Geschäft!",Nur Ärger und Probleme! Hoffe endlich bald kündigen zu können!,Valorada con 1 estrellas sobre 5
Beim Umzug wird ungefragt der Tarif um 24 Monate verlängert. Zum Glück gibt es inzwischen Alternativen durch die vielen Streaming Dienste,Beim Umzug wird ungefragt der Tarif um…,Valorada con 1 estrellas sobre 5
Horrible contracts that lock you in forever without making it clear,Horrible contracts that lock you in…,Valorada con 1 estrellas sobre 5
"dass ich nicht lache! Eigenlob stinkt, und bei der Telekom stinkt es gewaltig.","Im besten Netz,",Valorada con 1 estrellas sobre 5
Leider nur Probleme vorallem am frühen Abend.,Leider nur Probleme vorallem am frühen…,Valorada con 1 estrellas sobre 5
"Ständig kommen junge Männer an meine Tür und erzählen mir, dass hier bald auf Glasfaser umgestellt wird (seit 3 Jahren). Als kostenlosen Service kann das bei mir dann jetzt auch passieren, später müsste ich mich andernfalls selber drum kümmern (worum genau?). Sie müssten wissen was für einen Router ich nutze. Aber so richtige Informationen zu allem, Fehlanzeige. Ich sage ich will nicht zur Telekom und das wird zunächst akzeptiert aber am Ende muss ich immer wechseln. Es wird immer sehr offiziell getan usw. aber realistisch gesehen, werden diese jungen Männer in ganz präkären Arbeitsverhältnissen unterwegs sein und die potenziellen Kunden wahrscheinlich auch verarscht, weil teils auch versucht wird mit der Angst Geschäfte zu machen (Internet geht dann nicht mehr usw.). Was ist da los?",Ständig kommen junge Männer an meine…,Valorada con 1 estrellas sobre 5
"Nach jahrelanger Kundschaft haben die Herrschaften einfach mal versucht mich um 2000,-€ zu beklagen, anstatt das vernünftig zu klären, hat es mich 2Jahre meines Lebens sehr viel Zeit und Aufwand gekostet. Natürlich hat die Telekom den Fall vor Gericht dann fallen lassen, weil keinerleih Grundlage da war. 2Jahre ständige Mahnungen, sinnfreie Telefonate, unfreundliche,  teils einfach freche und vor allem verständnisslose Mitarbeiter die mir die Schuld geben wollten am Unvermögen ihrer Firma. Das “System” war immer der Grund.., wenn die nichtmal ihr Abrechnung im Griff haben, einfach traurig. Das komm dabei raus wenn man ein infrastrukturell wichtiges Unternehmen privatisiert und auf Gewinn auslegt. ",Minderwertig… ,Valorada con 1 estrellas sobre 5
"Unverschämte, freche Kundendienstmitarbeiter, unseriöses Vorgehen bei Kündigung, eigenmächtiges Stornieren einer Kündigung ohne Rückfrage oder Information, riesiger Ärger und Arbeitsaufwand - nie wieder Telekom!",Horror ,Valorada con 1 estrellas sobre 5
"""Glasfaservertrag"" Wir haben den Vertrag bei Telekom , den wir bei Ihnen unterschrieben haben, storniert nachdem der Techniker da war. 1.  Die Leistung ist zu schwach 16 000 Einheiten sind zu schwach beim Telekomnetz um 2 Fernseher laufen zu lassen. 20 000 Einheiten (nächst grössere Einheit ist notwendig)  sind das Minimum. 2.   Der Wechseltermin  wurde auf 6.2. datiert, nicht erst wenn das Kabel verlegt wird - so wurde es vereinbart 3.  Die Zwischenversorgung von Kündigung und Anschlusstermin Glasfasernetz funktioniert nur mit einem Router der DSL und Glasfaser hat (€300). 4.  Der Standort im Haus muss verlegt werden. 5.  Eine Leitung muss im Haus vom Keller in die Wohnung gelegt werden. Eine direkte Verbindung zur Steckdose ist unumgänglich. 6.  Die Kündigung meines Vodavonevertrags durch Telekom konnte ich gerade noch rückgängig machen weil ich Langzeitkunde  bin. Ansonsten wären hohe Kosten entstanden. Schade, dass die ""Ausbildung""  für diesen Haustür-Job so extrem oberflächlich ist. Haustürgeschäfte bleiben waghalsig. Wieder einmal mehr gebrannte Kunden","""Glasfaservertrag""",Valorada con 1 estrellas sobre 5
"Teuer,geht nicht, Telefonisch erreicht man nur einen nutzlosen KI Bot, der mir sagt, dass ich lange Wartezeiten habe. Nicht zu empfehlen",Absoluter Müll,Valorada con 1 estrellas sobre 5
Und weiter geht's mit der Cloudflare-Drosselung...,Und weiter geht's mit der…,Valorada con 1 estrellas sobre 5
Lockt Kunden mit Verträgen die sich nicht einhalten können.Falsche Angaben werden gemacht wovon sie dann nichts mehr wissen wollen.,Lockt Kunden mit Verträgen die sich…,Valorada con 1 estrellas sobre 5
Nach vielen Jahren habe ich nun den Vertrag mit Telekom gekündigt. EINFACH ZU TEUER!!! Nun werde ich ständig angerufen...Festnetz und Handy...sperre alle Nummern...aber immer wieder NEUE!!! Finde ich sehr belästigend!!!,Nach vielen Jahren habe ich nun den…,Valorada con 1 estrellas sobre 5
"Die Bestellung und Bereitstellung eines DSL Anschlusses durch die Telekom verlief problemlos.  Allerdings wurde mir der ""Infoservice"" untergejubelt, E-Mail Benachrichtigungen zur Rechnungsbereitstellung erfolgen nicht, ein Auftrag zur Rufnummernmitnahme vom vorherigen Anbieter wurde stillschweigend storniert und die 2FA per SMS beim Login funktioniert nicht wie sie sollte.  Zum ""Infoservice"": Während des Telefonats zum Thema Rufnummernmitnahme (nach gut 20-minütiger Wartezeit in der Warteschleife) mit Herrn K. (Auftragsnummer und Name liegen vor, der Aufzeichnung des Gesprächs wurde durch mich zugestimmt) wurde ich gefragt, ob ich diesen sog. Infoservice (Werbung durch die Telekom auf verschiedenen Kanälen) aktivieren möchte, was ich verneinte. Im Kundenportal hatte ich diesen ""Service"" vorab bereits deaktiviert.  Einige Tage nach dem Telefonat und abgegebener positiver Bewertung (Die Mitarbeiter betteln um positives Kundenfeedback und mein Eindruck war durchaus ein sehr positiver), erhielt ich eine E-Mail, in der man mich Herzlich Willkommen heißt beim ""Infoservice"". Eine Frechheit. Zur Rufnummernmitnahme: Diese hatte ich telefonisch angefragt, ein daraufhin erhaltenes Auftragsformular mit allen relevanten Daten ausgefüllt, dieses übermittelt und auf Rückmeldung bzw. Bestätigung gewartet. Diese Bestätigung blieb aus, stattdessen habe ich zwei Wochen später zufällig im Kundenportal unter geschlossene Aufträge eine Stornierungsinformation entdeckt. Ohne weitere Hinweise, Gründe oder auch nur eine Mitteilung vom Kundenservice dazu zu erhalten. Am 09.01.2026 beauftragt, am 13.01.2026 stillschweigend storniert. Bis heute habe ich keinerlei Rückmeldung seitens der Telekom zu diesem Vorgang erhalten. So geht das nicht! Login per 2FA-SMS funktioniert nicht reibungslos - die 3 Minuten, in der die SMS eingehen soll, werden regelmäßig überschritten. Wenn ich eine neue SMS anfordern möchte, werde ich aus dem System geworfen, weil ich zu lange ""inaktiv"" gewesen sei. Ganz schwach. Der DSL Anschluss funktioniert zwar, das bekommen alle anderen Anbieter auch bewerkstelligt, aber der Kundenservice ist eine Unverschämtheit, der bei diesem Anbieter mit deutlich höheren Endkundenpreisen eigentlich professionell aufgestellt sein sollte. Das ist er leider nicht. Andere Anbieter, selbst die, die sich auf der Leitung der Telekom einkaufen müssen, haben einen funktionierenden Kunden- und Benachrichtigungsservice. Man ist jederzeit im Bilde über laufende Aufträge und bereitgestellte Abrechnungen und das zu deutlich günstigeren Preisen. Ich bin enttäuscht. Fazit: Einmal und nie wieder! ","Ganz schwacher Auftritt, keine Kommunikation, einmal und nie wieder",Valorada con 1 estrellas sobre 5
"Nix ist schiefgegangen weil ich mich nur informiert habe und die Telekom nur überteuerte Internet Tarife anbietet. Zudem ist laut der Verfügbarkeit kein Glasfaser an meiner Adresse vorhanden. Seltsam, seit fast 2 Jahren hab ich Glasfaser und eine stabiles Internet bei einem anderen Anbieter. Zudem würde mich der Wechsel zur Telekom monatlich fast doppelt so teuer kommen.",Nix ist schiefgegangen weil ich mich…,Valorada con 1 estrellas sobre 5
"Die Firma ist nicht in der Lage, Internetprobleme umfassend zu lösen. Als das Internet beim Nachbarn angeschlossen wurde, funktionierte mein Internet nicht mehr. Nach dem Besuch eines Technikers funktionierte mein Internet wieder, aber beim Nachbarn fiel es aus. Jedes Mal, wenn einer von uns einen Techniker ruft, funktioniert das Internet beim anderen nicht. Die Firma erklärt, dass es nicht möglich sei, beide gleichzeitig anzuschließen, und dass jeder Techniker separat gerufen werden müsse. Diese Situation ist nun schon dreimal aufgetreten. Wahrscheinlich werden wir weiterhin jede Woche Techniker rufen müssen, die das Internet abwechselnd bei ihm und bei mir anschließen.",Die Firma ist nicht in der Lage,Valorada con 1 estrellas sobre 5
Trotz  termin ist telekom  nicht zu mir gekommen.  Saß wieder  stundenlang unsonst rum!,Trotz  termin ist telekom  nicht zu mir…,Valorada con 1 estrellas sobre 5
"In jeglicher Hinsicht schlechte Erfahrung. Keine Kündigungsgenehmigung wegen Umzug. Die Mitarbeiterin im Telekomladen in Cottbus war an unfreundlichlichkeit nicht zu überbieten. Als der Kündigungszeitraum endlich ran war wurde ich aufgefordert die Mietgeräte zurück zu schicken was ich umgehend getan habe.Ich wurde in keinster Weise darauf hingewiesen das das Festnetz,was ich nie genutzt habe, extra gekündigt werden muss. Erreichbarkeit miserabel. Für mich nur schlechte Erfahrungen und in keinster Weise zu empfehlen.",In jeglicher Hinsicht schlecht.,Valorada con 1 estrellas sobre 5
"Grundsätzlich habe ich keine Probleme mit unseren jahrelangen Telekom  Beziehungen privat und geschäftlich. Hinsichtlich der Mindest-Vertragslaufzeiten allerdings rüge ich die nicht mehr in die Zeit passenden Laufzeiten, die offenbar kein Sonderkündigungsrecht beinhalten bei z. B. Geschäftsaufgabe. Deshalb werde ich meine weiteren Telekomverträge in nächster Zeit überprüfen und mit anderen Anbietern vergleichen.  ",Kein Sonderkündigungsrecht,Valorada con 2 estrellas sobre 5
"!!!!! Achtung:  Bei der Telekom werden Verträge stillschweigend verlängert, Störungen nur halbherzig behandelt und Kunden oft nicht ernst genommen.  !!! Wer Zuverlässigkeit und fairen Umgang erwartet, sollte sich gut überlegen, ob dieser Anbieter die richtige Wahl ist.",!!!!! Finger Weg vom Telekom !!!!,Valorada con 1 estrellas sobre 5
"Eigentlich gibt es über die Deutsche Telekom wenig zu meckern. Angebot ist in Ordnung, Preise akzeptabel, Qualität (egal ob Breitband oder Mobilfunk) top. Von daher wäre eine Einsterne-Bewertung unfair.  Was aber nicht geht, ist der Service und hier besonders die ""Telekom-hilft Community"".  Bei mir blockieren Optionsänderungen seit 48 Tagen und 128 Tagen jede Möglichkeit, online oder direkt über die Magenta TV-Box, Optionen hinzuzubuchen. Weil ich nicht viel Lust auf langes Warten in der Warteschleife hatte dachte ich mir, schau mal bei Telekom-hilft rein. Ein Fehler. Erst einmal ist es nicht einfach, dass passende Thema zu finden. Und wenn es dann gefunden  wurde, überrascht der Umgangston doch sehr. Da fallen Aussagen wie ""heul doch"", ""geh Snickers essen""... um nur zwei harmlose Einträge zu beschreiben. Da wälzt die Telekom ihren Service schon auf ihre Kunden ab und lässt dann auch noch zu, dass  eben diese Kunden beschimpft werden. Ja, ich weiß,  es ist eine ""Hilfe von Kunden für Kunden"".  Aber so geht es nicht!!! Ein Mindestmaß von Qualifikation und an sittlicher bzw. moralischer Reife sollte die Telekom den dort Schreibenden abverlangen. In vielen Bereichen wird es erst wieder  gesittet, wenn  sich Telekom-Mitarbeiter einschalten. Nur, dann sollten diese auch unqualifizierte Einträge löschen. Das würde nicht nur die Übersichtlichkeit erhöhen, sondern Lesezeit verringern.  Und letztlich bleiben solche, wie oben genannte Aussagen, irgendwie am Unternehmen hängen. Irgendwie schade.",Eigentlich gibt es über die Deutsche…,Valorada con 3 estrellas sobre 5
,Kundenservice ,Valorada con 1 estrellas sobre 5
,Kundenservice ,Valorada con 1 estrellas sobre 5
,Kundenservice,Valorada con 1 estrellas sobre 5
"Ich hatte die Telekom schon vor 20 Jahren und nun mußte ich sie nochmal nehmen, wegen dem Glasfaser. Leider macht dieses nur die Telekom. Für jedes kommt eine Email oder Sms. Dieses geht ständig. Ich hatte Probleme zum Einrichten, da ich von meinen funktionierenden Anbieter wechseln mußte, nur wegen dem Glasfaser für 2 Jahre. Ich hatte ein Problem mit dem Festnetzanschluß und konnte mein Telefon nicht benutzen. Es wurde mir geholfen und das was ich wollte. Dann ging es mit den bewerten weiter. Mir wurde eine Bewertung per Sms gesendet. Ich las es und hatte die Sms gelöscht. Ich dachte die Bewertung ist für mein Problem ausgerichtet. Wie ich es fand oder das mir geholfen wurde. Ich dachte, so etwas kommt. Nein. Die erste Frage war: ""ob ich Telekom an Freunde, Familie und Verwandte weiterempfehlen würde"". Ich dachte nur, was soll das? Was hat meine Familie mit meinen Problem zutun? Mir wurde immer mehr bewußt, hier geht es nicht um mich und mein Problem, sondern man will nur gut da stehen und Bewertungen sammeln. Nur da mache ich nicht mit. Denn ich bin ehrlich. Sie wollen nur Geld. Der Wechsel war Anfang Januar und nun kam am Wochenende die 2, Aufforderung um dieses zu bewerten. Wer weis wie oft dieses noch kommt. Am Telefon, als ich mein Problem lößte mit dem Mitarbeiter, wurde mir gesagt, das kaum jemand dieses bewertet. Dann sollte man mal nachdenken und sich die Fragen durchlesen, statt sich aufzuregen. Aufdringlich auch, da sie ständig im Jahr 2025 bei mir geklingelt haben um das mit dem Glasfaser zu machen. Ehrlich gesagt: ""ich fühle mich mit der Telekom nicht wohl"", bin froh wenn die 2 Jahre rum sind und ich kann zu meinem Anbieter wieder zurückkehren. !!! Telekom würde ich nie weiterempfehlen !!!",aufdringlich,Valorada con 1 estrellas sobre 5
"1,5 Stunden in der Warteschleife des Kundencenters - und kein Ende abzusehen. Da stellt sich die Frage ob der Kundencenter ein Kundencenter ist. Ich weiß nicht, ob es bei einem anderen Anbieter besser ist. Ist der Kunde in Deutschland überhaupt noch König oder einfach nur lästig???","1,5 Stunden in der Warteschleife des…",Valorada con 1 estrellas sobre 5
"Rufnummerportierung von Telekom Giga zu Telekom Glasfaser ist offenbar für die Telekom nicht zu realisieren. Sind seit Wochen unter alter Telefonnummer nicht mehr erreichbar. Kontakt-Suche und -Versuche, Telefonerlebnisse mit KI und ( sicher schon 10) Mitarbeitern über Wochen fruchten nicht, Fehler wird nicht behoben. Dafür geht damit die Zeit 'rum (Ironie off).",Rufnummerportierung von Telekom Giga zu…,Valorada con 1 estrellas sobre 5
Wenn ich noch einen Stern weniger geben könnte würde ich das tun!! Hier werden wissentlich Verträge verlängert mit einem „besseren Angebot“ wodurch man JEDES MAL die Laufzeit des Vertrages verlängert! ,Wenn ich noch einen Stern weniger geben…,Valorada con 1 estrellas sobre 5
"in 09/2025 habe ich zum Wechsel zum Glasfaserkabel einen Vertrag abgeschlossen, der Ausbau wird wwiterhin herausgezögert, ich befinde mich wenige Meter vom Regierungsviertel in Berlin Mitte entfernt wo bereits Glaserfaser verlegt wurde. Wir haben 02/2026 ich werde jetzt von meinem außerordentlichen Kündeigungsrecht berufen, Bundes- Netzagentur einschalten und das Bundesamt für Digitales darüber informieren. Nie wieder Telekom!",in 09/2025 habe ich zum Wechsel zum…,Valorada con 1 estrellas sobre 5
"Dieser Laden war in den 90ern schon scheiBe, hat sich bis heute offensichtlich nichts geändert. Ich habe durch ein Vergleichsportal wieder hingewechselt und direkt die Frist für eine Cashback-Aktion verpasst, weil ich keine Benachrichtigung zu meinen Rechnungen bekommen habe. Ein Schelm wer dahinter Absicht erkennt...",Nie wieder!,Valorada con 1 estrellas sobre 5
